source, question, answer, rating
3-4-18-generation,1-2-401230-1-3-401-2-301-23012-30-234023-4023402-3-40-1-2-401-240-13-40-2-340-23-40-1-340-2-3-40-12400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-301230-23-402-3-40-1-2-40-12401240-2340-1-240-123013402-340-13401-2-40-12-4013-4023-401-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-40-123012-40-23-401-3402340-1340-2340-1-2-301-2401-2-30-1-240-13-40123023-40-2-3-4013-40-12400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2340134012-40-2-3402-3-4023-40-12-40-1-2-30-13401-3-4012-301-3402-340-12-30-2-3-40-23-40-13-40-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12402-340-1-2302-3-40-1-2-302340-2-3-401-3-401-2-30-23-4012-30-2340-13-40-1-2-401-230-12-4012301-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-302340-12-30-1-2-301-2301-3-40-2-340-134012-402-3-40-12-4012301240-2-3-40-1-34023-40-13-401-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-23401-2-30-1-2302-3402340-12301340-12-401-230-12-301-2-4012401-3-4012-40-1-2401-240-1-2-40-12400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2-340-2-3-40-13-401-2-30-12-40-1-3-40-1-340-123012-401230-2340-1-2-401-2-40-1-23012401-3-40-1-2-3023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13-401-230-1-23023402-3-4012-401-24023-401-2-30-1-340-1-2-401-2-40-1-3-40-12-40-12-301-3-40-123013400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,13-40-13401-3402-340-13-40-1-230-12-401-230-1-2-30123023-4012-401-2-40-2-34012402-3-401340-23-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-2-3-40-1-340-1340-1-2-30-2-34023-40-12-30-1-2-40-234012-301240-123012301-3-40-23-40-1-3-402-3-40-1-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12301-2-301-2401340-1-2-30-2-340-134012-40-23-40-12-40-1-2-40-124023-402-3-40-1-3-40-1-230-234012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-23-4012-30-1-2401-2-301-3-40-1340-1-2-40-1-3402340-13-40-1-23013-401230-123012401-2402-3-4012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13-401240-23-40-13402-3401-240-1-2-3013401-3-40-12-4023-40-1-2-40-12-3012-40-1-3-40-12301-2-301-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-3401-2-30-2-340-13-4012301-240-2340-1-2-30-1-3-40-12-30-1-2402-3-40-1-23012-30-1230-23-4023-40-13400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-30-1-240-13-40-1-3-40-1-340-1-2-30-1-2-40-23-401-230-1-230-12-401-3-402340-2-340-123013-4012-3013400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1240-2-340-123023402-3-40-23-40-234012-30-2-3-401-23023-40-12-30-1-230-12401-2-301340-1-3402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-40-1-3402-34012-4012-30-23-40-1-2-402-3-40-1240-1-2401-2-3013401-2-40-12-30-12-4023-40-1-2-301-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1240-2-3-401-24023402-3-40-1-340-1-24012-40-12-30-23401230-1-2-40-12-401-2-40-2-3401-230-13402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-401-2-301-3-4023-40234012-30-2340-1-23012-40-13-4013401240-12-301-240-12-401230-1-34013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2301230-1-34013-40-1-2-40-12401-340-1340-1-230-12-401-2-40-13-40-1-2401-2-30-1-2-30-2-3401-24012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-240-1-2-402-3-40-2-3401-230-2-3-401-3401-2-401-2-3012402-340-13-4012-3012-40-12-40-1-340-23-4012300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-1-2302-340-13401-3-402-3-4013-4013401-230-1230-1-2-401230-1-24012-3012401-2-40-1-3401-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-30-1-240-1-2-402-3-402-34013401230-1-2-30-1240-1-34013-40-1-3-401-2-40124023-40-12-30-12-401-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,23-402340-1-2301-3-40-23-402-3-401-2401-2-3012-3012301-340-2-3-40-12301-230-1-3-40-1340-1-340-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1230-1-340-13402-340-2-3-4012-40-1-2-401-2301240-2-340-13-401-24013-401-3-401-2-30-1-230-12-301-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-124013-40-23-40-1-2-401230-2-3-4012-401-2-401-2-30-12-40-1-340-12-30-13-401-24012-301-3-40-123012400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13-4023-40-1-3-401-2-301240-1-2-40-12-401-3401-23023401230-12401-3-40-1-2-3012-302-3-4013-40-12-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,23-40-1-240-1-2-40-2-340-1-3-401-240-12401-2-30-23401240-1230-13-401-340-13402-340-2-3-401-2-4012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,124012301-2-30-23-40-1340-1-3-401-3-401-24012-30-1-340-1-2401-340-12402-340-12-301-2301340-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23-40-1-23012-30-1-3-4013-40-12301-2-40-13401-2-302-3-40123012-401-3-40-2340-13-40-1-340-2-340-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-401-23013401240-134013-4012-301-2-30-13-401-240-23-40123023-40-1-3-40-12-402340-2340-1-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13-40-12-3023-402-340-1-3-401230-2-3401-3-40-13401-34012-40-12-402340-23-401-240-1-2-30-1-2401-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-401-2-40-12-402-3-4012301340-2-340-13-402-340-2340-2-3-40-1-2-3012-302340-23-401-2-30-12301-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-24012-40-23401-3-401-230-1-2-402340-1-2-30-2-3402-3-40-1-230-13401-2-3023-40-13-401-2401-2-4012-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-3013-401-3-40-12-40-1-240-13-40-1-340-123013401-2-40-2340-23-402-3401-240-1-3-40-124012-401-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3-40-23401-23023-40-2-340-1-2-30-1-2-40-12301230-1-2301-24013402-340-1-240-1-34012-40234013-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-40-12-40-23401230-1240-2-3-40-12-30-13-40-23-40-1-2401-2-3012-302340-1340124012-4013402-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-2-3-40-13-40-2340-2-340-1-2-40-1-24012302340-1-23012-401340-12-40-1230-1-3-401-240-124023-4012-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2-3401-2-40-1-3-401-2-302-3-40-13-40-12-301-240-12401240-1-340-2-3-4012-30-1340-1-2-4013-40-1-2-3012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-402-340-1-3-4013-401-240-23-4023-4023401230-12-30-2-3-40-1-340124012-3012-40-2-3401-340-13400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-30-1-3-402340-1240-13-401230-2340-12-302-340-2-3-40-1-2-30-1-340-12-4013-401-2401-340-1230-23-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-40-1-2-40134013-40-1-2-301-230-2-340-12-4012-302-340-23401-2402-3-40-13-40-1-340-12-30-1-3-4012300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-401-2401-340-1-230-1-340-1-3-40-1-2402-3-401-2-30-124012-40-1340-1-2-402-3402340-2-3401230-12300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-3-40-1-24013-401-24012-401-2-40-1-340-1-2-30-1-2-40-23-40-13402-3402-3-401-2-3023401-230-12-40-13-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1340-2-3-401-2-401-3-4012401-3401-230-1-2-30-1230-13-40-12402340-1-2-40-1-3402-340-1-3-4023-40-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-230-2340-2-3-401230-23-4013-4013401-3401-3-40-1-340-12-3012402-340-1340-1-23012-30-13-40-12300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,23-40-1230-2-3401-2-30-12-301-3-4012401-2-40-1-240-1-3-4012302-3-4012-302340-134012-40-1-2-401-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1240-12-30-1-3-40-23401-2-301-3-401-340-12-40234012302-3-40-1-240-12301-230-1-2-3012-3013-40-1-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-30-13401230124013-40-123023401-3-4023-40-1-240-12-40-124012-30-1-230-2-34013402-3-401-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-340-1-23013-40-1340-1-2-30-13-40-1-3-4023-40-12-402340-2340-1-240-23-40-2-340-1240-123012-401-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13401-2301-2-40-1-2301-2-3012-401-3-40234012302-3-40-2-3401-340-123013-40-1-2-40-2-3-40-13-40-12-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2402340-1340-1-340-1-230-124012-4012-30-1-2-301-3-401-3401-2-4013-401240-1-2-40-12-40-1230-2-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2402-340-1-340-134012-40-1240-1-2-40-1-2-30-2-340-12-40-2-3-4023-40-2340-1-24013401-2-4012-302-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-4012-301-340-1-340-1-3-40-2-3-4023401-2-40-1-2402-340-1-2-30-1-2-40-1340-12302-3-401-2-30-23-401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-24013401-2-30-1-3-40-2340-13-401240-2-3-40-1340-1-3402340-2-3401-23013-4023-40-123012301-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,13-401-2-301-34012302340-1-2-30124012-3023-40-1-240-134012-401-240-1230-1-2-40-1-3-402-3-40-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-30-23-402-340-13-40-12-3012-40-12301-3-40-1-3401-2-3013-4012401-230-1-3-401340-1340-124012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2401-2-30-12-30-2-3-4013402-3-40-1-2-30-1-2-402-3401-3-401-230-1-240-1-34012-30-1340-23-401-34023400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-301-230-12-30123012401-2-40-124012-4012-3023402-340-1340-1230-2-3-40-2-340-1-2401340-1-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-3-402-340-23401-2-301-230-12-301-2-4023-401-3-40-12-4012-301-2402340-1-340-124012-401340-2-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-24023-402-3-40-1-2-401-2-302-340-13401-2-40234012301-340-1240-13-401240-23-40-1-2-30-123013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-402-3402-3-40-13401-2-301-2-40-12-301230-2-3-4013401-240-12-4013-40-1240-2340-1-3401-340-12300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-3-40-2-3-40-1-24023-40-12-401-240-1-2-4012-40-2340-12-3013-40-1-230-1340-12401-2-301-2-4012-302-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1340-13-401-2301-2-401-340-1-24023-40-1230-1-3-40-2-3-40-1-2-4012301-2-30-2340124013-402-34012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12301-2-4023-402-3-4012-302340-2-3-40-1-2-40-1-3401-34012-40-1-3-40-2-340-1-240124013-401-2301-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-40-1-3-40-1-340-1240-2-34013-40-13-401240-1-240-1-2-401-2-301-3-4012-402-3-401-2-401-34023-4023400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12302-3-40-1240-1-2301-2-40-23402340-1-2-401-2401-230-2-340-1-34012-301-2-3023-401-3-40-1-24012400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-4012-40-1-3-4013-402340-2340-23-40-1240-12-30-1-2-40-1340-1-2-30-1-3401-2-401230-2-3402-3-401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2-40-1340-1-3-40-1230-23-4012-401-230-13-40-12-40124023-4013-40-1-2-3012-302-340-1-2401-2402-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2401230-12-30-12-40-1-2-40-2-3-4013-4012-40-1230-1-2-30-2-3402340-1-340-1-230-13-40-12402-3-40-1-2400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-2-3-401-2-40-234023401-230-1340-1-2-30-1-2-4013-4013402-3-40-2-340-1-2301240-1-3401-2401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13401-2402-340-2-3-401230-1-2-30-1-34012-30-1230-1-23023-401-340-1-2-40-1-3-4012-4013-40-124013400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12301-3-40-13-40-1230-1-3401-240-1-230-12-301-3402340-1340-234012-301-2-4023-40-1-2-301-2-3012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-40-1-2-401-2401-230-2-340-2340-13401-2-401340124012-30-1-230-1230-12-3013-4023-40-23-4012300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-30-2-3401340-1-3-401240-1340-2340-13-40-1240-1-2-401-2301-3-402340-2-3-402-3-40-1-2401-340-12300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2340-2-340-1-2-401-240-1-3401-2301-3-40-1-3-40-12-4013402-3-40-1240-12-302-340-13-401-2-30-23-40-1-2400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-40-23-40-1-2-3013-4023-40-12301240-1-230-2-3-401-2-40-1-340-1-3-40-13-40-2-340-23402-3401-240-1-2-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,13401-340-2-3402-3-40-123023-4023401-3-401-2-401-230-12-40-23-40-1340-1-2301-240-1-24012-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-30-23-40-1-230-1240-1-3-402340-2-340-12-3013-40-13-40-1-3401-34012-4023-40-1-2-30-1340-1230-23400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-40-2-3-402-3-40-1-2-401-2-3012-30-1240-12-40-1-3-40234023-401230-1-2-30-12301340-1-2301-2-401-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2-340123012-30-1-2402-3-4023401-2-40-2-340-2-3-40-1340-1-23012-401-3-401-240-12-40-1-2-301-340-23-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3-40-23-401-340-12-402-3-4012-301-23012-40-1-340-12-302-3401-2-4012401-2-301-240-2-3-40-2340-13400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12301340-12-30-1-2-30-23402-3-401-340-1-3401-2-40124013-40-2-3-40-1340-1-240-1-230-124023-402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13-401-240-1240-2-3-40-1-2-3023401-2-3013-40-1-3-401-3-40-12-40-1-240-1-3401-230-2340123023-402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-2340-1-3-401-240-23-402-3-401-340-124013401-23012-30-1230-12-401230-1-3401240234013-40-13-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-3401-2-401240-13402-3-401230-1-240-1-2-401-2-301-23013-401-3-4012-30-1-2-301-340-1-3-40-234013400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-40-1-240-23401-2-3013-401-340-1-230-1-340-13-40-2-340-1-3-4023-40-1-2-401-2301-3-40-12302340-2-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-4012401-2302-340-2-340-1-230-1-2-30-1-340-12-3013-40-12-40-1-3-4013401-3402-3-4023-401-3-40-23400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-240-13401-2-30-1-2401-3401340-1230-12-401-3-40-1-340-1-2-402-340-13-40-23-40-1-2-30-2340-2-3-4012-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1230-23-402340-123023-4012-401-240-124013-40-13-40-23401-2-30-12-30-2-340-12-40-1-240-1-3-4012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3-40-12-30-1340134012-40-2340-1-2301230-13-40-23-401-230-123013-401-2-30-1-340-12-40-2-3402-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-240-13-401-230-12-40-2-3401-2-30-1340-23-402-34012-40-12401240-1-2-4013-40-1-340-2340-1-3-401-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-3-401240-1-34012-30-13401-24012-40-1-2-4023402-3-40-2-3401-340-1-230-1230-23-401-230-13-4013400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-230-12-401-3401240-23-40-23401-2-30-1240-12-30-134012-30-1-2-402-3-401-23013-401-24012-40-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1240-1-2-4012-3023-40-2340-2-340-12-30-13-40-1240-1-2-302-340-1230-1-240-1-3-401-2301340234013-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-3401-2-40-123012301-34023-401-2-30-2-3-4013-40-23-401-230-12-30-1-24012-40-13402-3-40-2-34023400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-301-24012301-2-401-2-3012-40-1-2-402-3-40-1-240-123023401-3-40-1-3-40-23-401-340-12-30-1-2-3013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13-40-1-340-234023401340-12-301-2-40-23-4012-30-1-2302-3-401-240-1-2-30-12-401-2301-3-402-3401-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-40-2340-2-34013-4023-401230-134012401-2-40-1230234012-3013401-2401-340-1-3-401-2-30-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-123013-40-13-4023401-240-1-240-2-340-234012-401-2-30-1-2-401-2-40-12-401240-23-401230-2-3-40-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,134012-301-2-40-1-2-401240-12-30-23-40-1-2-30-12401-2-30-134013-401-3401-23012-401-3-401230-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-340-1340-2-3-4023-40-2-3401-3-401-340-1-230123012-401-24012401340-1-3-401-230-1240-1-2-40-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-3023-401-2-402-3-40-12-30-23-40-1340-2-340-1-3-401-2-30-1-24012302340-1240-123013-40-2-3-401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12302340-1-2-401-2-301240-13-401-3-4012-40-12-40-1-230-1-2-302-34013-40-1-3-40-1-240-23-4012-30-23400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12401340-1-3-40-1-2-40-13402-3-401-3401-2-4013-402340-123012401-3-40-2-3-401-240-23-40-13-40-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2-3-401-24012-40-1-3-401-3-401-230-1-230-1-2-30-12-40-12401-2-30-12301340-1-340-13-40-1340-2-340-12-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-23012301-3-402-3-40-1230-13-401340-1240-2-3-40-12-4012-401-34012-301-2-40-1-240-13401240-12-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-30-1-3-40-1-2-30-1-340-12-302340-1-2301-2301-24023-402-3-401-3-4013-40-13-40-1240-1340-1-2-401-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-240-1240-2340-1-2-401-2-301-230-2-3-40-1-230-23-401-2-402-34023-40-123012-30-12-4013-402340-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-40-2-3-4013401-2301-340-2-3401-24012-402-34012-30123012402-3-40-134013-40-1-2-40-1-3-40-12300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-230-1-340-2-3-40-13401240-234012-301-2301-3401-2-30-1-2-30-2-34023-4013-40-1230-12-40134012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-40-12-301-2-40-23-40-1-340-1-2-4012-30-13-40-1-2401-2-30-2-3401-3402-3-402340-234013-401-24023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-23402-3402-3-4012-40-12302340-1340-12-3013-40-12401-2301-3-40-13-40-23-40-1-2-4023-401-2-401-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-2340-1230-12402-3-4012401-2-301-24012-40-1-3-40-13-401-2-40-2-3-40134013-4023-40-12-301230-23-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1240-13-401-2301-340-1-2-30-23-4013-4023-401-240134012-40-2-3402-34012402-3-40-1-340-12-4023400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-4012-30-2-3-40-1-2-40-12-4013401-230-2340-1-340-1240-1-2-30-2-340124012-40-12301-2-30-23-402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
